CPU Name,CPU Mark (Higher is better),Rank (Lower is better),CPU Value (Higher is better),Price (USD)
AMD Athlon II X2 265,"1,233",2336,14.88,$82.88*
"Qualcomm Technologies, Inc MSM8956","1,233",2337,NA,NA
AMD A8-3500M APU,"1,232",2338,20.56,$59.95*
Intel Core2 Duo E8500 @ 3.16GHz,"1,232",2339,9.48,$129.95*
AMD Phenom X4 Quad-Core GP-9530,"1,228",2340,NA,NA
AMD Sempron 3850 APU,"1,227",2341,23.73,$51.70 
MediaTek MT6765G,"1,224",2342,NA,NA
AMD Phenom II X3 705e,"1,222",2343,8.02,$152.34*
Intel Atom x5-Z8500 @ 1.44GHz,"1,221",2344,19.52,$62.57*
MediaTek MT6762V/WB,"1,221",2345,NA,NA
Intel Core2 Duo E8335 @ 2.93GHz,"1,216",2347,NA,NA
Intel Pentium N3540 @ 2.16GHz,"1,216",2346,4.85,$250.87*
AMD R-272F APU,"1,215",2348,NA,NA
AMD A4-4020 APU,"1,214",2349,13.34,$91.00*
AMD A4-9125,"1,214",2350,NA,NA
Intel Core2 Duo E8435 @ 3.06GHz,"1,213",2352,20.22,$59.99*
Intel Pentium G620 @ 2.60GHz,"1,213",2351,94.94,$12.78 
AMD Phenom 8600 Triple-Core,"1,210",2353,22.84,$52.99*
Intel Core i3-2328M @ 2.20GHz,"1,207",2354,12.98,$92.97*
Intel Core2 Extreme X9000 @ 2.80GHz,"1,207",2355,2.94,$409.95*
AMD Phenom 8650 Triple-Core,"1,205",2356,63.42,$19.00*
AMD Phenom II X2 545,"1,204",2357,27.38,$43.98*
Intel Pentium N3530 @ 2.16GHz,"1,201",2358,NA,NA
AMD Opteron 2222,"1,198",2359,63.08,$19.00*
Intel Atom x5-Z8550 @ 1.44GHz,"1,198",2360,NA,NA
Intel Core i3-2330M @ 2.20GHz,"1,197",2362,29.97,$39.95*
Intel Core2 Duo T9900 @ 3.06GHz,"1,197",2361,3,$398.95*
Intel Core i7-680UM @ 1.47GHz,"1,196",2363,NA,NA
"Qualcomm Technologies, Inc SDM450","1,196",2364,NA,NA
Intel Celeron N3150 @ 1.60GHz,"1,192",2365,NA,NA
AMD Phenom 8750B Triple-Core,"1,188",2367,NA,NA
"Qualcomm Technologies, Inc MSM8996","1,188",2366,NA,NA
Intel Core2 Extreme X9100 @ 3.06GHz,"1,187",2368,1.39,$851.00*
Intel Core i3-3217U @ 1.80GHz,"1,184",2370,5.95,$199.00*
Intel Pentium E6800 @ 3.33GHz,"1,184",2369,47.47,$24.95*
AMD Phenom II P860 Triple-Core,"1,183",2372,NA,NA
AMD R-460L APU,"1,183",2371,NA,NA
Intel Celeron 3755U @ 1.70GHz,"1,182",2373,NA,NA
Intel Core i5-430M @ 2.27GHz,"1,181",2374,9.08,$129.95*
Intel Core2 Duo E7600 @ 3.06GHz,"1,180",2375,9.83,$119.95*
Intel Core i3-2310M @ 2.10GHz,"1,179",2376,30.37,$38.81*
AMD A6-9210,"1,177",2377,NA,NA
Intel Celeron 3965Y @ 1.50GHz,"1,177",2378,11,$107.00*
AMD A6-3400M APU,"1,176",2379,40.54,$29.00*
Intel Celeron G540T @ 2.10GHz,"1,174",2380,NA,NA
Intel Core2 Duo E8335 @ 2.66GHz,"1,172",2381,NA,NA
Intel Core2 Duo T9800 @ 2.93GHz,"1,172",2383,2.77,$423.89*
Intel Xeon Gold 6133 @ 2.50GHz,"1,172",2382,NA,NA
MT6755M,"1,172",2384,NA,NA
MT6755V/CM,"1,172",2385,NA,NA
AMD Phenom II X640 Dual-Core,"1,165",2386,NA,NA
AMD E2-6110 APU,"1,164",2387,NA,NA
AMD A6-9220C,"1,163",2388,NA,NA
AMD Phenom II X2 511,"1,163",2389,NA,NA
AMD A4-4000 APU,"1,162",2390,38.76,$29.99 
MT6757WH,"1,161",2391,NA,NA
AMD Phenom II P920 Quad-Core,"1,160",2392,17.85,$65.00*
Qualcomm MSM8996,"1,160",2393,NA,NA
MTK6757,"1,158",2394,NA,NA
Intel Core2 Duo E8400 @ 3.00GHz,"1,157",2395,61.05,$18.96 
AMD Phenom II X2 550,"1,156",2397,27.57,$41.91 
Intel Pentium E5800 @ 3.20GHz,"1,156",2396,28.9,$39.99 
AMD QC-4000,"1,155",2398,NA,NA
AMD Phenom 8450 Triple-Core,"1,153",2399,67.86,$16.99*
AMD A6-3410MX APU,"1,152",2400,288.73,$3.99*
AMD Phenom II X2 B55,"1,151",2401,24.01,$47.95*
AMD Athlon II X2 255,"1,148",2403,38.27,$29.99 
Intel Celeron N3350 @ 1.10GHz,"1,148",2402,4.17,$275.49*
AMD A6 Micro-6500T APU,"1,146",2404,NA,NA
AMD Phenom 8850 Triple-Core,"1,142",2405,NA,NA
Intel Pentium G840 @ 2.80GHz,"1,140",2406,22.81,$49.99*
AMD Phenom II N870 Triple-Core,"1,139",2408,NA,NA
Intel Pentium G640T @ 2.40GHz,"1,139",2407,13.56,$83.99*
Intel Core i3-2312M @ 2.10GHz,"1,138",2410,NA,NA
Intel Core2 Extreme X7800 @ 2.60GHz,"1,138",2409,NA,NA
AMD Phenom II N830 Triple-Core,"1,137",2411,NA,NA
AMD Phenom 8450e Triple-Core,"1,134",2412,NA,NA
Intel Celeron J1900 @ 1.99GHz,"1,132",2414,NA,NA
Intel Core2 Duo E6850 @ 3.00GHz,"1,132",2413,22.11,$51.20 
Intel Core i3-380M @ 2.53GHz,"1,131",2415,22.64,$49.95*
Intel Xeon W3505 @ 2.53GHz,"1,130",2416,76.06,$14.86*
AMD A4-5150M APU,"1,129",2417,NA,NA
AMD A8-7050,"1,129",2418,NA,NA
AMD A6-5350M APU,"1,128",2419,34.06,$33.12*
AMD A9-9420e,"1,127",2420,NA,NA
AMD Phenom II X2 B53,"1,126",2422,NA,NA
MediaTek MT6750V/WT,"1,126",2421,NA,NA
AMD Phenom II P840 Triple-Core,"1,124",2423,NA,NA
AMD A6-5345M APU,"1,122",2424,NA,NA
Intel Pentium E6700 @ 3.20GHz,"1,120",2425,31.11,$35.99 
Intel Core i3-370M @ 2.40GHz,"1,119",2426,37.34,$29.96*
Intel Xeon L5320 @ 1.86GHz,"1,118",2427,15.97,$69.99*
Intel Celeron 3215U @ 1.70GHz,"1,117",2428,NA,NA
Intel Pentium A1018 @ 2.10GHz,"1,117",2429,NA,NA
Intel Pentium N3520 @ 2.16GHz,"1,116",2430,NA,NA
Intel Atom Z3795 @ 1.60GHz,"1,115",2431,NA,NA
Intel Celeron G1820TE @ 2.20GHz,"1,115",2432,NA,NA
AMD Phenom 8250 Triple-Core,"1,114",2433,NA,NA
Intel Pentium 2127U @ 1.90GHz,"1,110",2434,8.28,$134.00*
"Qualcomm Technologies, Inc SDM439","1,109",2435,NA,NA
AMD Opteron 2220,"1,106",2436,1.4,$790.44*
AMD Athlon II X2 210e,"1,105",2437,38.79,$28.49 
Intel Core2 Duo E7500 @ 2.93GHz,"1,105",2438,79.5,$13.90*
Samsung J7 Max LTE SWA board based on MT6757V/WL,"1,104",2439,NA,NA
Intel Pentium B970 @ 2.30GHz,"1,103",2440,21.63,$50.99*
Intel Celeron G550T @ 2.20GHz,"1,102",2441,NA,NA
AMD Phenom II X2 B57,"1,099",2442,NA,NA
AMD E2-3800 APU,"1,097",2443,NA,NA
Intel Xeon 3075 @ 2.66GHz,"1,096",2444,3.13,$349.95*
AMD PRO A4-4350B,"1,093",2445,NA,NA
Intel Core2 Duo E8135 @ 2.66GHz,"1,092",2446,NA,NA
AMD Athlon II X2 B28,"1,091",2447,27.97,$39.02*
Intel Celeron 2002E @ 1.50GHz,"1,091",2449,12.68,$86.00*
Intel Pentium E6500 @ 2.93GHz,"1,091",2448,32.09,$34.00*
AMD Athlon II X2 260,"1,090",2450,41.95,$25.99 
Intel Core i7-640UM @ 1.20GHz,"1,090",2451,NA,NA
AMD Opteron 1222,"1,089",2452,NA,NA
MT6795,"1,088",2453,NA,NA
Intel Celeron N3160 @ 1.60GHz,"1,087",2454,3.12,$349.00*
Intel Core2 Duo P9700 @ 2.80GHz,"1,087",2455,NA,NA
Intel Celeron G1101 @ 2.27GHz,"1,086",2456,54.92,$19.77*
AMD Phenom 8400 Triple-Core,"1,085",2459,NA,NA
Intel Pentium 3805U @ 1.90GHz,"1,085",2458,NA,NA
Qualcomm MSM 8939 HUAWEI TEXAS-A1,"1,085",2457,NA,NA
AMD Phenom 8250e Triple-Core,"1,084",2460,23.08,$46.99*
Intel Celeron G540 @ 2.50GHz,"1,080",2461,97.94,$11.03*
Intel Core2 Duo T9600 @ 2.80GHz,"1,079",2462,18.33,$58.88*
AMD Athlon II X2 245e,"1,075",2464,53.77,$19.99*
Intel Pentium B980 @ 2.40GHz,"1,075",2463,30.03,$35.81*
Intel Celeron G530 @ 2.40GHz,"1,074",2465,42.97,$25.00 
Intel Celeron 1005M @ 1.90GHz,"1,071",2466,NA,NA
Intel Xeon 3085 @ 3.00GHz,"1,070",2467,NA,NA
Intel Core2 Duo P9600 @ 2.66GHz,"1,069",2468,NA,NA
AMD Phenom II P820 Triple-Core,"1,068",2469,NA,NA
Intel Pentium G630T @ 2.30GHz,"1,067",2470,14.22,$75.00*
AMD GX-412HC,"1,065",2471,NA,NA
AMD Phenom II N660 Dual-Core,"1,065",2472,11.96,$89.00*
AMD Phenom X4 Quad-Core GS-6560,"1,063",2473,NA,NA
AMD A6-9200,"1,062",2474,NA,NA
AMD Athlon II X2 250,"1,061",2475,15.17,$69.95*
AMD Athlon II X2 4400e,"1,059",2476,NA,NA
ARM Cortex-A72 4 Core 1800 MHz,"1,058",2477,NA,NA
AMD Embedded G-Series GX-215JJ Radeon R2E,"1,057",2478,NA,NA
Intel Core i3-350M @ 2.27GHz,"1,057",2479,36.43,$29.00*
Intel Celeron 2980U @ 1.60GHz,"1,056",2480,NA,NA
Intel Celeron G530T @ 2.00GHz,"1,055",2481,62.11,$16.99*
AMD A4-3420 APU,"1,052",2482,7.74,$136.00*
AMD Athlon II X2 B24,"1,052",2484,43.64,$24.10*
Intel Xeon W3503 @ 2.40GHz,"1,052",2483,105.35,$9.99*
Qualcomm MSM 8939 HUAWEI KIW-L24,"1,051",2485,NA,NA
AMD Athlon II X2 245,"1,049",2486,81.5,$12.87 
MediaTek MT6750T,"1,048",2487,NA,NA
AMD Athlon II X2 250e,"1,046",2488,13.64,$76.73*
MediaTek MT6753T,"1,044",2489,NA,NA
AMD Athlon II X2 235e,"1,040",2490,10.67,$97.50*
AMD GX-222GC SOC,"1,038",2491,NA,NA
AMD Opteron 1220,"1,036",2493,NA,NA
AMD Opteron 2218,"1,036",2492,10.75,$96.41*
Qualcomm MSM8992,"1,035",2494,NA,NA
Intel Core2 Duo E8300 @ 2.83GHz,"1,034",2495,51.71,$19.99*
AMD A6-1450 APU,"1,033",2496,NA,NA
AMD A4-3400 APU,"1,031",2497,9.51,$108.50*
MediaTek MT6762V/CA,"1,030",2498,NA,NA
Intel Celeron U1900 @ 1.99GHz,"1,028",2499,NA,NA
Intel Celeron 1000M @ 1.80GHz,"1,025",2500,NA,NA
Intel Celeron N2940 @ 1.83GHz,"1,025",2503,NA,NA
Intel Pentium E6600 @ 3.06GHz,"1,025",2502,12.65,$81.00 
Intel Xeon 3070 @ 2.66GHz,"1,025",2501,5.79,$176.96*
AMD A4 PRO-7350B,"1,024",2504,NA,NA
Intel Atom E3845 @ 1.91GHz,"1,024",2505,NA,NA
Qualcomm MSM 8939 HUAWEI KIW-L21,"1,023",2506,NA,NA
Intel Core2 Extreme X7900 @ 2.80GHz,"1,018",2507,6.79,$149.95*
AMD Turion II Ultra Dual-Core Mobile M640,"1,016",2508,NA,NA
Intel Pentium J2850 @ 2.41GHz,"1,016",2509,NA,NA
AMD A6 PRO-7050B APU,"1,015",2512,NA,NA
AMD Athlon X2 240e,"1,015",2511,NA,NA
Intel Core i5-560UM @ 1.33GHz,"1,015",2513,NA,NA
Intel Core2 Duo T9500 @ 2.60GHz,"1,015",2510,9.4,$108.02*
Intel Pentium E5700 @ 3.00GHz,"1,013",2515,33.77,$30.00 
Qualcomm MSM8939,"1,013",2514,NA,NA
Intel Core2 Duo P9600 @ 2.53GHz,"1,012",2516,10.22,$99.00*
AMD Turion II Ultra Dual-Core Mobile M660,"1,011",2517,NA,NA
AMD A6-7000 ,"1,010",2519,NA,NA
AMD Phenom X2 Dual-Core GE-7060,"1,010",2518,NA,NA
Intel Core i5-2537M @ 1.40GHz,"1,007",2520,NA,NA
Intel Pentium 2117U @ 1.80GHz,"1,006",2522,7.5,$134.00*
MediaTek MT6762V/WA,"1,006",2521,NA,NA
Intel Pentium E5500 @ 2.80GHz,"1,005",2523,25.21,$39.88 
AMD A4 Micro-6400T APU,"1,004",2526,NA,NA
Intel Core2 Extreme X6800 @ 2.93GHz,"1,004",2524,3.81,$263.64*
Intel Pentium 3558U @ 1.70GHz,"1,004",2525,NA,NA
Pentium Dual-Core T4500 @ 2.30GHz,"1,003",2527,NA,NA
Intel Core i5-540UM @ 1.20GHz,"1,002",2528,NA,NA
AMD Athlon II X2 B22,"1,000",2529,38.55,$25.95*
Intel Core2 Duo E8200 @ 2.66GHz,999,2530,13.15,$75.99 
AMD A4-4300M APU,997,2531,33.4,$29.86*
AMD Athlon X2 215,996,2532,NA,NA
AMD A6-4400M APU,995,2534,36.86,$27.00*
AMD Athlon II X2 220,995,2536,71.04,$14.00*
Intel Core2 Duo E8235 @ 2.80GHz,995,2535,NA,NA
"Qualcomm Technologies, Inc MSM8937",995,2533,NA,NA
MediaTek MT6762G,994,2537,NA,NA
AMD Athlon X2 250,993,2538,NA,NA
Intel Celeron N2930 @ 1.83GHz,992,2539,NA,NA
Intel Pentium 3556U @ 1.70GHz,992,2540,NA,NA
AMD E2-9010,991,2542,NA,NA
Intel Celeron 1037U @ 1.80GHz,991,2543,NA,NA
Intel Celeron 2981U @ 1.60GHz,991,2541,NA,NA
AMD Athlon II X2 4300e,990,2544,NA,NA
AMD Phenom II N620 Dual-Core,990,2546,248.09,$3.99*
Intel Atom x5-E8000 @ 1.04GHz,990,2545,NA,NA
Intel Core2 Duo E6750 @ 2.66GHz,989,2547,96.05,$10.30*
Intel Pentium Extreme Edition 965 @ 3.73GHz,987,2548,NA,NA
Intel Core2 Duo E6700 @ 2.66GHz,986,2549,32.86,$29.99*
Nvidia Tegra T132,981,2550,NA,NA
Intel Core i3-3229Y @ 1.40GHz,978,2551,NA,NA
Intel Core2 Duo E7200 @ 2.53GHz,978,2552,19.95,$49.00*
Intel Core i3-2340UE @ 1.30GHz,976,2553,NA,NA
MT6755V/WM,976,2554,NA,NA
AMD Athlon 64 FX-74,972,2556,1.95,$499.50*
Intel Core i3-330M @ 2.13GHz,972,2555,9.82,$98.95*
Intel Core2 Duo E8135 @ 2.40GHz,972,2557,NA,NA
AMD E2-3200 APU,971,2558,121.51,$7.99*
Intel Core2 Duo T9300 @ 2.50GHz,969,2559,12.12,$79.99*
MT6795M,968,2560,NA,NA
AMD Athlon 64 X2 Dual Core 6400+,967,2561,3.87,$249.95*
Intel Pentium P6300 @ 2.27GHz,967,2562,NA,NA
AMD Phenom II N640 Dual-Core,965,2563,17.57,$54.95*
Intel Core i7-620UM @ 1.07GHz,964,2564,NA,NA
Intel Pentium B950 @ 2.10GHz,964,2565,NA,NA
Intel Xeon 5160 @ 3.00GHz,963,2566,22.14,$43.50*
AMD Athlon II X2 240e,962,2567,25.39,$37.89 
AMD A4-3300 APU,961,2569,9.09,$105.75*
AMD Phenom X3 8550,961,2568,5.66,$169.95*
Intel Core2 Duo E7400 @ 2.80GHz,961,2570,64.08,$14.99 
Intel Atom C2538 @ 2.40GHz,960,2571,9.23,$104.00*
Intel Core2 Duo P9500 @ 2.53GHz,959,2572,0.96,$998.99*
"Qualcomm Technologies, Inc MSM8992",957,2573,NA,NA
AMD Athlon 7850 Dual-Core,956,2575,14.05,$68.02*
AMD Opteron 285,956,2576,38.3,$24.95*
ARM Cortex-A57 4 Core 1479 MHz,956,2574,NA,NA
AMD R-260H APU,954,2577,NA,NA
AMD Opteron 290,952,2578,7.05,$135.00*
Intel Pentium E6300 @ 2.80GHz,952,2579,1.68,$565.00*
AMD A6-9220e,950,2580,NA,NA
Intel Core2 Duo SP9400 @ 2.40GHz,948,2581,3.34,$284.00*
Intel Celeron 3205U @ 1.50GHz,946,2582,3.3,$287.04*
tn8,945,2583,NA,NA
VIA Eden X4 C4250 @ 1.2+GHz,944,2584,NA,NA
AMD Athlon 64 FX-62 Dual Core,943,2585,NA,NA
Intel Celeron J1850 @ 1.99GHz,942,2587,NA,NA
Intel Core2 Duo E7300 @ 2.66GHz,942,2586,78.85,$11.95*
Intel Core2 Duo P8700 @ 2.53GHz,941,2589,20.68,$45.49*
MediaTek MT6750,941,2588,NA,NA
Intel Xeon 3060 @ 2.40GHz,939,2590,40.84,$22.99*
AMD Athlon X2 255,938,2591,NA,NA
AMD Athlon II X2 215,935,2592,32.29,$28.97*
Intel Celeron E3500 @ 2.70GHz,935,2593,16.13,$57.99 
AMD Phenom II P650 Dual-Core,933,2594,26.66,$35.00*
Intel Core2 Duo T7800 @ 2.60GHz,932,2596,1.53,$607.99*
"Qualcomm Technologies, Inc MSM8994",932,2597,NA,NA
Samsung EXYNOS5433,932,2595,NA,NA
AMD Sempron X2 198 Dual-Core,930,2598,NA,NA
Intel Celeron B840 @ 1.90GHz,930,2599,NA,NA
Intel Xeon L3406 @ 2.27GHz,928,2600,3.5,$265.19 
AMD Athlon 64 X2 Dual Core 6000+,927,2602,24.08,$38.50*
Intel Atom x5-Z8350 @ 1.44GHz,927,2601,44.16,$21.00*
AMD Turion II Ultra Dual-Core Mobile M600,923,2603,34.51,$26.76*
AMD E2-9030,922,2604,NA,NA
AMD Athlon X2 240,921,2605,NA,NA
AMD A4-9120e,916,2607,NA,NA
AMD Athlon 7750 Dual-Core,916,2606,11.45,$79.99*
Intel Core2 Duo P7550 @ 2.26GHz,915,2608,3.98,$229.99*
Intel Core2 Duo T9400 @ 2.53GHz,913,2610,26.11,$34.95*
Intel Pentium E5300 @ 2.60GHz,913,2609,15.48,$58.97 
AMD Turion II Dual-Core Mobile M540,912,2613,NA,NA
Intel Pentium E5400 @ 2.70GHz,912,2612,70.24,$12.99 
Intel Xeon 5148 @ 2.33GHz,912,2611,45.62,$20.00*
AMD E2-9000,911,2614,NA,NA
AMD Opteron 1218,910,2615,NA,NA
AMD Opteron 2220 SE,909,2618,36.35,$25.00*
Intel Core2 Duo P9300 @ 2.26GHz,909,2617,NA,NA
MediaTek MT6753,909,2616,NA,NA
Intel Celeron N2920 @ 1.86GHz,907,2619,NA,NA
MT8768WD,905,2620,NA,NA
Intel Core2 Duo P8800 @ 2.66GHz,903,2621,15.85,$56.99*
Intel Xeon 3.73GHz,901,2622,NA,NA
AMD Athlon II N370 Dual-Core,899,2624,NA,NA
Intel Core2 Duo T9550 @ 2.66GHz,899,2623,3.01,$298.95*
AMD Athlon II X2 240,898,2625,35.99,$24.95*
Intel Pentium G620T @ 2.20GHz,896,2626,44.84,$19.99*
Intel Pentium B960 @ 2.20GHz,894,2627,23.11,$38.68*
Qualcomm MSM8937,892,2628,NA,NA
Intel Core i3-2375M @ 1.50GHz,890,2629,NA,NA
Intel Core2 Duo T8300 @ 2.40GHz,888,2630,8.15,$108.95*
Intel Xeon 5133 @ 2.20GHz,887,2631,NA,NA
"Qualcomm Technologies, Inc MSM8940",887,2632,NA,NA
MT8168B,886,2633,NA,NA
AMD Phenom X2 Dual-Core GP-7730,884,2634,NA,NA
AMD Turion II P540 Dual-Core,884,2635,17.7,$49.95*
AMD Athlon 64 X2 Dual Core 5600+,883,2636,8.24,$107.21*
AMD Sempron X2 190,879,2637,10.53,$83.44*
Intel Atom x5-E3930 @ 1.30GHz,878,2639,NA,NA
Intel Pentium N3510 @ 1.99GHz,878,2638,NA,NA
AMD Turion II N550 Dual-Core,877,2640,NA,NA
ARM Cortex-A72 4 Core 2200 MHz,877,2641,NA,NA
AMD Athlon 64 X2 Dual Core 5400+,876,2642,16.52,$52.99*
Athlon 64 Dual Core 5600+,875,2643,NA,NA
Intel Core2 Duo E6550 @ 2.33GHz,873,2644,65.61,$13.30 
Intel Core2 Duo E6600 @ 2.40GHz,873,2645,24.87,$35.09 
Intel Core i3-2377M @ 1.50GHz,872,2646,NA,NA
Samsung Exynos 7580,869,2647,NA,NA
AMD Athlon II X2 4450e,867,2649,NA,NA
Intel Xeon 3065 @ 2.33GHz,867,2648,41.49,$20.90*
Intel Core2 Duo L9600 @ 2.13GHz,865,2650,NA,NA
AMD Turion 64 X2 Mobile TL-68,861,2651,9.56,$90.00*
Intel Celeron E3200 @ 2.40GHz,860,2653,43.02,$19.99*
Intel Core i5-520UM @ 1.07GHz,860,2652,NA,NA
AMD Athlon 7550 Dual-Core,859,2654,57.47,$14.95*
Intel Xeon 5140 @ 2.33GHz,857,2656,23.16,$36.99*
MT6762V/CR,857,2655,NA,NA
Intel Pentium P6200 @ 2.13GHz,856,2657,19.04,$44.95*
AMD Turion II N530 Dual-Core,855,2658,28.51,$30.00*
"Qualcomm Technologies, Inc MSM8939",855,2659,NA,NA
"Qualcomm Technologies, Inc SDM429",853,2660,NA,NA
Samsung Exynos 7870,852,2661,NA,NA
Athlon 64 Dual Core 5000+,850,2663,NA,NA
Intel Core2 Duo P8600 @ 2.40GHz,850,2662,17.29,$49.18*
Intel Pentium 3560Y @ 1.20GHz,849,2664,NA,NA
MT8766B,847,2665,NA,NA
DO-Regular,846,2666,NA,NA
Intel Pentium E5200 @ 2.50GHz,846,2667,32.54,$25.99 
MT6761V/CBB,846,2668,NA,NA
Intel Atom x5-Z8330 @ 1.44GHz,845,2669,NA,NA
AMD TurionX2 Ultra DualCore Mobile ZM-85,841,2670,NA,NA
Intel Xeon 3050 @ 2.13GHz,841,2671,5.32,$157.95*
AMD Opteron 275,839,2672,73.23,$11.46*
Intel Core i3-2365M @ 1.40GHz,839,2673,NA,NA
Intel Xeon E5205 @ 1.86GHz,838,2674,58.75,$14.27*
Intel Xeon E5502 @ 1.87GHz,837,2675,10.46,$80.00 
MediaTek MT8166B,837,2676,NA,NA
Intel Core i5-430UM @ 1.20GHz,836,2677,NA,NA
AMD Athlon Dual Core 5000B,835,2678,8.79,$95.00*
Intel Core2 Duo P8400 @ 2.26GHz,834,2679,2.81,$297.01*
Intel Pentium P6100 @ 2.00GHz,834,2680,29.34,$28.44*
AMD Athlon Dual Core 5400B,826,2681,NA,NA
AMD Sempron X2 180,826,2682,11.9,$69.40*
Intel Atom x5-Z8300 @ 1.44GHz,825,2683,6.2,$132.99*
Intel Core i3-2357M @ 1.30GHz,824,2684,NA,NA
BCM2711,823,2686,NA,NA
Intel Core i3-2367M @ 1.40GHz,823,2685,NA,NA
AMD A4-3305M APU,820,2687,39.39,$20.81*
Intel Celeron 1017U @ 1.60GHz,819,2688,NA,NA
AMD Turion II P560 Dual-Core,818,2689,NA,NA
Intel Celeron E3400 @ 2.60GHz,817,2690,16.08,$50.81*
AMD A4-4355M APU,816,2692,NA,NA
Intel Celeron P4500 @ 1.87GHz,816,2691,NA,NA
AMD A4-9120C,815,2693,NA,NA
AMD Turion II Ultra Dual-Core Mobile M620,814,2694,NA,NA
AMD E2-9000e,813,2695,NA,NA
Intel Celeron 2957U @ 1.40GHz,809,2696,NA,NA
Intel Core2 Duo E6540 @ 2.33GHz,808,2697,NA,NA
Intel Core2 Duo T7700 @ 2.40GHz,807,2698,6.21,$129.95*
AMD Opteron 1214 HE,806,2699,NA,NA
Intel Core2 Duo T7500 @ 2.20GHz,806,2700,18.74,$42.99*
Intel Atom Z3580 @ 1.33GHz,805,2702,NA,NA
Intel Celeron E3300 @ 2.50GHz,805,2701,5.06,$159.00 
Intel Xeon E5503 @ 2.00GHz,804,2703,6.18,$130.19 
AMD Athlon64 X2 Dual Core 4600+,803,2704,NA,NA
Intel Core2 Duo E4700 @ 2.60GHz,803,2705,29.76,$26.99*
ARM Cortex-A72 4 Core 2000 MHz,802,2707,NA,NA
Intel Pentium B940 @ 2.00GHz,802,2706,26.79,$29.94*
Intel Celeron 1007U @ 1.50GHz,800,2708,4.32,$184.99*
AMD Athlon 64 X2 Dual Core 5800+,797,2709,26.6,$29.95*
AMD Athlon 5000 Dual-Core,796,2711,19.9,$39.99*
AMD Athlon Dual Core 5200B,796,2710,NA,NA
AMD Turion II Dual-Core Mobile M520,795,2712,11.51,$69.10*
Intel Atom Z3775D @ 1.49GHz,794,2713,NA,NA
AMD Athlon 64 X2 Dual Core 5200+,793,2716,13.22,$60.00*
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,793,2717,41.74,$18.99*
Intel Celeron 2955U @ 1.40GHz,793,2714,NA,NA
Intel Pentium E2220 @ 2.40GHz,793,2715,2.62,$302.50*
AMD Turion II P520 Dual-Core,790,2718,NA,NA
Intel Core2 Duo P7370 @ 2.00GHz,790,2719,NA,NA
AMD Athlon 7450 Dual-Core,789,2722,NA,NA
Intel Pentium 997 @ 1.60GHz,789,2720,NA,NA
Intel Pentium P6000 @ 1.87GHz,789,2723,NA,NA
Intel Xeon 3040 @ 1.86GHz,789,2721,31.52,$25.04*
Intel Core2 Duo E6400 @ 2.13GHz,787,2724,18.53,$42.50*
AMD A4-3310MX APU,785,2725,NA,NA
Intel Celeron B830 @ 1.80GHz,785,2727,15.7,$49.99*
Intel Core2 Duo E4600 @ 2.40GHz,785,2726,4.97,$157.95*
MT6761V/CD,784,2728,NA,NA
AMD A6-4455M APU,783,2730,NA,NA
Intel Core2 Duo T6670 @ 2.20GHz,783,2729,NA,NA
AMD Opteron 1216,781,2732,14.23,$54.85*
SAMSUNG Exynos7580,781,2731,NA,NA
Intel Core2 Duo E6420 @ 2.13GHz,780,2733,19.49,$39.99 
Intel Celeron B820 @ 1.70GHz,776,2735,26.48,$29.29*
Qualcomm APQ 8084 (Flattened Device Tree),776,2734,NA,NA
Intel Celeron B810 @ 1.60GHz,775,2736,9.69,$79.95*
"Qualcomm Technologies, Inc MSM8952",774,2737,NA,NA
VIA QuadCore L4700 @ 1.2+ GHz,773,2738,NA,NA
Intel Atom Z3735D @ 1.33GHz,772,2739,NA,NA
Athlon Dual Core 4850e,769,2742,NA,NA
Intel Xeon 5130 @ 2.00GHz,769,2741,15.7,$48.99*
MT8165,769,2740,NA,NA
Celeron Dual-Core T3500 @ 2.10GHz,768,2744,NA,NA
Intel Core2 Duo P7450 @ 2.13GHz,768,2743,19.2,$39.99*
AMD Athlon 64 X2 Dual Core 5000+,767,2746,2.31,$331.49*
AMD Athlon II N350 Dual-Core,767,2745,NA,NA
Spreadtrum SC9853I-IA,766,2747,NA,NA
AMD Opteron 280,765,2748,1.96,$389.77*
Intel Pentium T4500 @ 2.30GHz,764,2749,25.5,$29.95*
Intel Pentium T4300 @ 2.10GHz,763,2752,7.71,$98.95*
Intel Pentium T4400 @ 2.20GHz,763,2750,NA,NA
Intel Xeon 5120 @ 1.86GHz,763,2751,0.47,"$1,619.99 "
AMD Opteron 270,761,2753,3.04,$249.95*
Intel Celeron P4600 @ 2.00GHz,760,2754,NA,NA
AMD Athlon Dual Core 5050e,759,2755,12.65,$60.00*
Intel Core2 Duo T6600 @ 2.20GHz,757,2756,18.94,$39.97*
Intel Core i5-470UM @ 1.33GHz,755,2757,NA,NA
AMD GX-218GL SOC,754,2758,NA,NA
Intel Atom Z3775 @ 1.46GHz,754,2759,1.51,$500.00*
Intel Pentium E2200 @ 2.20GHz,751,2760,13.91,$54.00*
Intel Core2 Duo T8100 @ 2.10GHz,750,2761,0.75,$999.99*
Dual-Core AMD Opteron 1220 SE,748,2763,NA,NA
Intel Celeron 1047UE @ 1.40GHz,748,2762,NA,NA
